tag,headline,summary,author,date,page
xrp,"Ripple Sold $336M Worth of XRP Tokens in Q1, Reports Strong XRPL Growth",The firm has continued to sell XRP only in connection with its international transaction product.,Markets,2023-04-28,25
xrp,Analyst Takes a Closer Look at XRP and Overall Volumes on Korean Markets,"XRP has rallied more than 30% over the past month and was among the top performers in March. Kaiko data shows that this move seems to be driven by retail demand in Korean markets, with large traders taking profit while smaller traders were mostly buying. Kaiko Senior Research Analyst Dessislava Aubert breaks down the data.",Videos,2023-04-18,25
xrp,XRP's Rally in Last Month Was Led by Retail Investors: Kaiko,"XRP has risen over 30% in the last month, outperforming other top digital assets, including bitcoin (BTC). Kaiko Senior Research Analyst Dessislava Aubert breaks down the driving forces behind the rally, focusing on the Korean retail investors.",Videos,2023-04-18,25
xrp,XRP's 4-Week Rally Was Led by Retail Investors: Kaiko,"A closer look at the market orders for XRP suggests large investors, or whales, sold into the rally.",Markets,2023-04-11,25
xrp,Ripple's Effect on Financial Advisors,"Ripple was projected to have spent $100 million fighting the SEC. Financial advisors should pay attention to Ripple’s trial, as it could have significant consequences to how we define securities.",Finance,2023-04-06,26
xrp,"Crypto Market March Roundup: Bitcoin Rises Amid Banking Uncertainties, Macro Headwinds","The largest crypto by market value soared 21%. Mask Network’s MASK surged more than 68%, to rank as March's top-performing token, while XRP rose 41%.",Markets,2023-03-31,26
xrp,XRP Trading Volumes Spike to Billions of Dollars on South Korean Crypto Exchanges,"Trading volumes for XRP spiked to billions of dollars on UpBit, Bithumb and Korbit, three of Korea’s top exchanges by volume, on the back of the token's 26% rise in the past week. CoinDesk Executive Director of Global Content Emily Parker explains the driving force behind the surge. Plus, new insights on the potential crypto regulatory framework happening in Hong Kong.",Videos,2023-03-30,26
xrp,XRP Trading Volumes Surges to Billions of Dollars on South Korean Crypto Exchanges,"XRP trading made up nearly 50% of all volume on Korbit, a prominent local exchange.",Markets,2023-03-30,26
xrp,XRP Climbs for a Second Day,"XRP tokens jumped for a second straight day, adding as much as 11% in the past 24 hours. They were buoyed by speculation that the classification of bitcoin and ether (ETH) as commodities in the U.S. Commodity Futures Trading Commission (CFTC) suit against Binance might mean XRP tokens are classified as commodities as well. Arca Chief Investment Officer Jeff Dorman discusses the recent surge and why DeFi protocols could provide investors with ""downside protections.""",Videos,2023-03-29,26
xrp,Bitcoin Regains $28K; XRP Surges for a Second Day,"Classifying XRP as a commodity could mean Ripple wins its case against the SEC, which some traders may consider bullish for the token.",Markets,2023-03-29,26
xrp,XRP Touches Five-Month High as Some Point to Bitcoin Commodities Mention,"XRP tokens surged as much as 8% over the past 24 hours following a U.S. Commodity Futures Trading Commission (CFTC) filing against prominent crypto exchange Binance. However, a part of the bullish outlook came as some in the community said the classification of major tokens as a commodity in the CFTC filing against Binance could mean XRP tokens were, too, commodities instead of a security, as alleged by the U.S. Securities and Exchange Commission (SEC) in the ongoing Ripple v. SEC case.",Videos,2023-03-28,26
xrp,"XRP Touches Five-Month High, Bucking Market-Wide Decline","XRP tokens surged to a five-month high in the past 24 hours to buck a market-wide decline following a U.S. Commodity Futures Trading Commission (CFTC) filing against Binance. However, a part of the bullish outlook came as some in the community said the classification of major tokens as a commodity in the CFTC filing against Binance could mean XRP tokens were, too, commodities instead of a security, as alleged by the SEC in the ongoing Ripple v. SEC case. DFD Partners President Bilal Little shares his analysis.",Videos,2023-03-28,26
xrp,XRP Surges to Five-Month High as Some Point to Bitcoin Commodities Mention,The U.S. Securities and Exchange Commission (SEC) accuses XRP of being an unregistered security in a court case that’s expected to be completed soon.,Markets,2023-03-28,26
xrp,XRP Token Surges on Positive Outlook in Ripple vs. SEC Case,The token's price has jumped 20% in the past 24 hours as Ripple defendants heralded a positive view in their case with the U.S. Securities and Exchange Commission.,Markets,2023-03-22,26
xrp,XRP Ledger Proposes Cross-Chain Bridge to Increase Network and Token Utility,The proposal defines how funds are locked on one chain and wrapped on another chain to ensure the movement of tokens between XRP Ledger and associated sidechains.,Tech,2023-02-23,27
xrp,"Celsius Secures Court Approval to Process Certain Customer Withdrawals, Flare Token Airdrop","Bankrupt crypto lender Celsius Network secured approval to process certain customer withdrawals, several court orders filed on Tuesday show. The U.S. bankruptcy court also authorized eligible XRP holders to receive Flare tokens due under a prior agreement.",Videos,2023-01-25,27
xrp,"Crypto Lender Celsius Wins Court Approval for Customer Withdrawals, Flare Token Airdrop",The U.S. bankruptcy court authorized eligible XRP holders to receive the Flare tokens due under a prior agreement.,Finance,2023-01-25,27
xrp,"Flare Tokens Airdropped to XRP Holders After 2 Years, FLR Price Plummets","The airdrop was long awaited by the XRP community, with the project aiming to become a smart contract protocol that uses the XRP Ledger.",Markets,2023-01-10,27
xrp,Crypto Market Very Top-Down Oriented Right Now: Analyst,"Fairlead Strategies Founder and Managing Partner Katie Stockton dives into the weekly XRP chart and explains why the market is very top-down oriented at the moment. Plus, her predictions on the initial support level for bitcoin (BTC) at $15,600.",Videos,2023-01-05,27
xrp,Economic Unreality: What SEC ICO Precedents Mean for Ripple,"The history and future of crypto securities law told in four acts: Kik, Telegram, Library and Ripple.",Opinion,2022-12-06,27
xrp,"Coinbase Wallet to End Support for Bitcoin Cash, Ethereum Classic, Ripple's XRP and Stellar's XLM","The company took note of ""low usage"" as its reason for no longer supporting those tokens.",Finance,2022-11-29,27
xrp,"NFTs Get a New Place to Live, With Ripple Aiming for Mass Adoption","XRPL from Ripple Labs now supports NFTs. The company wants to accelerate the mass adoption of tokenization, or representing real-world assets on a blockchain.",Web3,2022-11-01,27
xrp,Ripple’s Director of Engineering Leaves Firm as XRP Turns 10,Nik Bougalis says he’s not joining another blockchain or Web3 company.,Finance,2022-10-24,27
xrp,Ripple Begins Testing XRP Ledger Sidechain That’s Compatible With Ethereum Smart Contracts,This is the first step in a three-part process to introduce an EVM-compatible sidechain to the XRP Ledger mainnet.,Tech,2022-10-17,27
xrp,What Ripple's Latest Win Means for Its Ongoing Fight With the SEC,The crypto payments firm scored a procedural victory last week in part of its legal defense against the SEC. But it may not help its case.,Opinion,2022-10-03,28
xrp,"Cryptocurrencies XRP, MKR Shine as BTC, ETH Hold Steady Ahead of US Inflation Data","XRP climbed above its 200-day moving average while MKR hit a three-week high. A higher-than-expected figure for core PCE, the Fed's preferred measure of inflation, may inject volatility into markets.",Markets,2022-09-30,28
xrp,"As XRP Rallies, Some Traders Buy Year-End Bullish Bets in the Options Market",Investors are snapping up bullish bets in anticipation of a resolution of Ripple's legal tussle with the U.S. SEC.,Markets,2022-09-22,28
xrp,"SEC Doesn't Have the Power to Remake the Law, Only Congress Can Do That: Ripple General Counsel","Ripple General Counsel Stu Alderoty speaks to the hosts of ""First Mover"" about the latest in the SEC's ongoing case against Ripple Labs. Alderoty said the SEC is ""seeking to remake the law, and they don't have the power to remake the law. Only Congress can remake the law.""",Videos,2022-09-21,28
xrp,Ripple’s General Counsel on the Latest Developments in Legal Saga With the SEC,"Ripple General Counsel Stu Alderoty speaks to the hosts of “First Mover” about the latest in the SEC’s ongoing case against Ripple Labs. After two years of litigation, both sides have filed motions saying the federal judge has enough information to make a ruling without taking the case to trial.",Videos,2022-09-21,28
xrp,"XRP, Ether Lead Recovery in Crypto Majors as Markets Prepare for Outsized Fed Hike",The U.S. central bank is expected to again hike rates by 75 basis points on Wednesday.,Markets,2022-09-20,28
xrp,"SEC, Ripple Call for Immediate Ruling in Suit Over Whether XRP Sales Violated Securities Laws",The U.S. Securities and Exchange Commission (SEC) and Ripple Labs each want a federal judge to rule either that the crypto company affiliated with the XRP cryptocurrency violated federal securities laws or otherwise dismiss the lawsuit without requiring a lengthy trial. CoinDesk Global Policy & Regulation Managing Editor Nikhilesh De breaks down the details.,Videos,2022-09-19,28
xrp,"SEC, Ripple Call for Immediate Ruling in Suit Over Whether XRP Sales Violated Securities Laws","The U.S. Securities and Exchange Commission and Ripple Labs both filed motions for summary judgment, arguing that a judge overseeing the case has enough information to make a ruling without moving the case forward to a trial.",Finance,2022-09-18,28
xrp,Ripple Unveils Crypto On-Demand Liquidity Service in Brazil,"The company is teaming up with the digital bank Travelex to introduce the product, which will initially allow transactions between Brazil and Mexico.",Finance,2022-08-18,28
xrp,Confusion From US Regulators; Markets Hit by ‘Vibe-Flation’,"U.S. regulators keeping crypto sector on its toes. Bitcoin, Ether decline; memecoins fall back, XRP holds gains. Genesis reshuffles leadership and cuts jobs. Bitcoin miner Stronghold to return mining rigs to cut debt; shares plunge as losses widen.",Videos,2022-08-18,28
xrp,BTC and ETH Drop More Than 30% Over the Past Year,"Returns over the past year for 14 out of all CoinDesk top 20 assets, the top 20 digital assets based on verifiable dollar volume and exchange listings, illustrate a sea of red. ETH and BTC show more than 30% price declines.",Videos,2022-04-29,29
xrp,"XRP, Dogecoin Outperform as Crypto Markets Continue Slide",XRP’s rise came amid positive sentiment for the payments tokens as Ripple founder Brad Garlinghouse said his company’s ongoing defense against the SEC’s lawsuit was going “much better than expected.”,Markets,2022-04-15,29
xrp,XRP Army Drives Bumper Sales in Ripple Stock Despite SEC Probe,"Since launching two years ago, tech equity platform Linqto has sold $50 million in private shares of Ripple Labs.",Finance,2022-04-06,29
xrp,"Understanding Ripple, XRP and the SEC Suit",We explain the difference and connections between Ripple and XRP and the history and the state of the SEC's case against Ripple.,Learn,2022-03-29,29
xrp,"Chris Larsen’s Plan to Greenify Bitcoin: Risky, Impractical and Maybe Nonsensical","As he strides away from the wreckage of Ripple, bags full to bursting, Larsen thinks he knows what’s best for the coin he failed to replace.",Opinion,2022-03-29,29
xrp,This Tiny Blockchain Startup’s Tangle With SEC Could End Up as Landmark Case,Whether LBRY’s tokens are deemed securities could set an even bigger precedent than Ripple’s higher-profile SEC suit.,Markets,2022-03-10,29
xrp,Crypto-Fund Inflows Tripled Last Week to Highest in Almost Three Months,"A net $127 million went into digital-asset funds during the week ended March 4,  with minor outflows in Europe and large inflows in the Americas.",Markets,2022-03-07,29
xrp,Market Wrap: Bitcoin Decouples From Stocks Ahead of Seasonally Weak March,"Bitcoin and ether were up 5% over the past 24 hours, while stocks closed lower.",Markets,2022-03-01,29
xrp,Market Wrap: Cryptos and Stocks Rise on Possibility of Russia-Ukraine Talks,Some traders expect the price bounce to be short-lived amid geopolitical uncertainty.,Markets,2022-02-25,29
xrp,"SOL, XRP Lead Altcoin Tumble as US Inflation Jumps to 40-Year High","Major altcoins could see further declines if they lose important support levels, traders said.",Markets,2022-02-11,29
xrp,Market Wrap: Cryptocurrencies Pull Back in Light Trading,"""We aren't out of the woods yet,"" one analyst said; meanwhile, ETH is starting to underperform BTC.",Markets,2022-02-08,30
xrp,XRP Climbs 22% Amid Developments in Ripple v. SEC Case,"The payments token regained a market cap of $40 billion, moving above Cardano's ADA and Solana's SOL.",Markets,2022-02-08,30
xrp,Market Wrap: Bitcoin Rally Strengthens as Trader Sentiment Improves,"BTC gained 6% in the past 24 hours, although trading volume remained low.",Markets,2022-02-07,30
xrp,"XRP Leads Gains in Major Cryptos, Bitcoin Holds Above $42K","Stronger-than-expected U.S. jobs data and bitcoin adoption by two major credit unions supported a price recovery, analysts said.",Markets,2022-02-07,30
xrp,"Shiba Inu's SHIB Rockets 26%, Leads Meme Coin Gains",Several dog-themed tokens were the top gainers on Monday amid a recovery in the broader crypto market.,Markets,2022-02-07,30
xrp,XRP Rises as Ripple Announces $200M Share Buyback,"Blockchain payments company Ripple has announced it bought back $200 million worth of its Series C shares initially issued in December 2019, bringing the firm's total valuation to $15 billion. The native XRP cryptocurrency climbed 3.8% on the news Wednesday morning. ""The Hash"" discusses the latest in the world of Ripple amid an ongoing regulatory battle with the SEC.",Videos,2022-01-26,30
xrp,Digital Asset Funds Hit by Record Weekly Outflows of $207M,Bitcoin-focused investment funds saw $107 million in outflows over the seven-day period.,Markets,2022-01-10,30
xrp,"Bitcoin Falls Below $43K, Leads to $800M in Crypto Liquidations",Over 87% of losses arose from crypto traders in long positions.,Markets,2022-01-06,30
xrp,The Tragedy of the Third Coin,"As crypto moves increasingly mainstream, many retail investors seek an alternative to bitcoin and ethereum.",Tech,2021-11-01,30
xrp,XRP Gets Wrapped by Tokensoft for Ethereum DeFi Debut,"Tokensoft’s Wrapped is now taking a multi-custodial approach, having partnered with Hex Trust on wXRP.",Finance,2021-10-29,31
xrp,Ripple Launches $250M NFT Fund,"Creators, brands and marketplaces will be given support to explore how the XRP Ledger’s speed and cost can support new use cases for NFTs.",Finance,2021-09-29,31
xrp,Judge Denies Ripple’s Motion to Have SEC Employees’ Crypto Transactions Disclosed,Ripple Labs has been petitioning the SEC for employees’ trading records since early July.,Policy,2021-09-21,31
xrp,Ripple Is Looking to Build a Market-Making Platform for XRP: Sources,"The company, still mired in legal action in the U.S., is hiring in London and Singapore.",Finance,2021-09-17,31
xrp,Ripple Looking to Build a Market-Making Platform for XRP,"Global payments company Ripple is reportedly looking to build a crypto market-making platform and is currently hiring staff in London and Singapore. The company is still mired in legal action in the U.S. ""The Hash"" hosts digs into the world of market-making, exploring the outlook for Ripple and XRP's price amid ongoing regulatory woes.",Videos,2021-09-17,31
xrp,Bitcoin Tumbles Most Since May and El Salvador Buys the Dip,Price drop triggers about $3 billion of liquidations of trading positions due to margin calls.,Markets,2021-09-07,31
xrp,Why Are Altcoins Outperforming Bitcoin?,"CoinDesk’s Galen Moore discusses his crypto markets analysis and outlook in response to a chart illustrating altcoins outperforming bitcoin in August. “When you see a chart like this with Cardano and XRP in the top three, that is certainly an indicator of retail froth,” Moore said. Plus, his take on growing institutional interest in crypto.",Videos,2021-09-01,31
xrp,Market Wrap: Bitcoin Rally Expected to Pause,Analysts expect traders to take a breather after the crypto's recent rally.,Markets,2021-08-16,31
xrp,XRP Cheers Ripple's Japan-Philippines Corridor as Bitcoin Breaks Above $40K Ahead of Fed,"Ripple's xRapid cross-border payment service allows customers to transfer funds using XRP, making transactions faster and cheaper.",Markets,2021-07-28,31
xrp,Ripple On-Demand Liquidity Corridor Opens Between Japan and Philippines,It marks a significant step for Ripple looking to cut in a slice of the $1.8 billion in yearly remittances from Japan to the Philippines.,Markets,2021-07-28,31
xrp,Report: Stellar Foundation Eyes Potential Acquisition of MoneyGram,"The Stellar Development Foundation, part of the Stellar Network that issues the Stellar Lumens (XLM) token, has reportedly expressed interest in acquiring remittance provider MoneyGram.",Videos,2021-07-22,32
xrp,"XRP Eyes 'Death Cross,' Has Support at $0.51","Previous ""death crosses"" have marked major or interim price bottoms.",Markets,2021-07-16,32
xrp,Ripple Can Depose Former SEC Official in Lawsuit: Report,"A U.S. judge ordered William H. Hinman, the former chief of the commission's corporate finance division, to sit for questioning.",Markets,2021-07-16,32
xrp,SEC v. Ripple: Lawsuit Gets Tense While Firm Enters Race for Tokenization,"Asheesh Birla, the general manager of RippleNet at Ripple, discusses the impact of Ripple’s ongoing case with the SEC on its business. “We welcome thoughtful, proper regulation, and I think that’s been missing,” Birla said, on the need for more regulatory clarity.",Videos,2021-07-12,32
xrp,SBI Holdings Touts XRP Ledger for NFT Use in the Tokenization of a 'Variety of Assets',"""The blockchain XRP Ledger has the ability to tokenize not only XRP but also a variety of other assets,"" the company said in its report.",Markets,2021-07-01,32
xrp,Bitcoin Fund Outflows Slow but Investors Start Exiting Ether Funds,"The amount of money leaving was significantly less than the previous, record week of $141 million.",Markets,2021-06-14,32
xrp,Ripple Proposes Adding Federated Sidechains,Chief Technology Officer David Schwartz cites demand from users for smart contract implementation.,Markets,2021-06-08,32
xrp,Ethereum and XRP Looking More Attractive as Investors Rush to Exit Bitcoin Funds,"Investors redeemed a net $141 million during the seven days through June 4, the highest weekly total on record, according to CoinShares.",Markets,2021-06-07,32
xrp,Market Wrap: Elon Taketh Away – Bitcoin Continues Fall as Options Traders Pile Into Puts,The crypto car drove to the dump Monday as most blockchain assets fell.,Markets,2021-05-17,32
xrp,"Dogecoin Price Finally Tops 69 Cents, Flips XRP to Become Top-4 Crypto","The canine-themed cryptocurrency is up an eye-watering 13,611% year-to-date",Markets,2021-05-05,32
xrp,"Market Wrap: Bitcoin, Ether Recover From Midday Market Sell-Off as the DOGE Abides","Some see ether and bitcoin now behaving as very separate assets, which normally isn’t the case.",Markets,2021-05-04,33
xrp,Ripple Adds Former US Treasurer to Board of Directors,"Rosie Rios was the 43rd treasurer of the United States, serving under the Obama administration from 2009 to 2016.",Markets,2021-05-04,33
xrp,"Market Wrap: Ether Shoots to $3.3K While Bitcoin Hangs Below $60,000","The ether market is experiencing record numbers for spot, futures and DeFi. Bitcoin is in the backseat for now.",Markets,2021-05-03,33
xrp,Market Wrap: Bitcoin Hits $57K After $4.2B Options Expirations; Ether Steadies at $2.7K,"The last time bitcoin traded at this level was almost two weeks ago, on April 17.",Markets,2021-04-30,33
xrp,Market Wrap: Bitcoin Bounces to $54K as Ether Fees Drop Below Average in Past Week,"Bitcoin’s recovery may spark momentum that should persist this week, said one trader.",Markets,2021-04-26,33
xrp,Market Wrap: Bitcoin Steadies After $300B Market Cap Dump on Taxation Trepidation,Analysts pointed to the Biden proposal to double capital gains taxes on high-income individuals as the catalyst.,Markets,2021-04-23,33
xrp,Market Wrap: Bitcoin Recovers From Sunday Slump to $56K as Doge Jumps 19%,Volumes on the CoinDesk 20 eight spot BTC venues was over $8 billion for the first time since Feb. 23.,Markets,2021-04-19,33
xrp,"Crypto Fund Inflows Accelerated to $233M Last Week, Most Since Early March","Investor appetite for digital asset investment products increased last week, with strong interest in XRP.",Markets,2021-04-19,33
xrp,Dogecoin Eclipses XRP as 4th Largest Cryptocurrency Ahead of 'Dogeday',Dogecoin briefly replaced XRP as the fourth-largest coin early Monday.,Markets,2021-04-19,33
xrp,SEC Causing ‘Confusion’ Over Digital Currencies in Legal Case With Ripple: WSJ Editorial Board,Regulators are “creating danger” for investors in their inconsistent approach to determining how to treat cryptocurrencies.,Policy,2021-04-19,33
xrp,Asian DeFi Picks Up Steam; Hong Kong Scammers Use Crypto as Bait,The DeFi wave continues to rise in Asia: XRP dives deeper into DeFi with Wanchain integration while a top bank in Thailand ventures into the nascent ecosystem and more cases of online fraud are found in Hong Kong. The suspects are believed to have used false promises of crypto investments to lure their victims.,Videos,2021-04-12,34
xrp,"Bitcoin Dominance at 2-Year Low as XRP, Binance's BNB Rally","Bitcoin prices have doubled this year, but several major altcoins have risen by many multiples.",Markets,2021-04-12,34
xrp,"XRP Doubles in 7 Days, Heads for Biggest Weekly Gain Since December 2017",The token used in Ripple Labs' payment network has climbed sixfold this year as some traders look through the SEC case and analysts see bullish patterns in price charts.,Markets,2021-04-11,34
xrp,Market Wrap: Bitcoin Stuck Around $58K; Monthly Volatility Drops to 3-Month Low,"Bitcoin’s struggle to retest a key resistance level at $60,000 has “dampened” market sentiment, said one trader.",Markets,2021-04-09,34
xrp,XRP's Price Can Go ‘Boatload’ Higher: Veteran Analyst Peter Brandt,"XRP has rallied by over 50% so far this week, for a market value of $37 billion.",Markets,2021-04-09,34
xrp,"Ripple CTO: ‘All the Evidence’ Suggests XRP and Bitcoin Are Similar, Contrary to SEC",David Schwartz also suggested rumors of a Coinbase relisting of XRP could account for the crypto’s recent rally.,Markets,2021-04-07,34
xrp,"Ripple Granted Access to SEC Documents on Bitcoin, Ether in Ongoing XRP Fight",Ripple is granted access to U.S. Securities and Exchange Commission (SEC) documents on bitcoin and ether. CoinDesk Managing Editor Nikhilesh De explains the latest legal woes for XRP and how these documents might help in the ongoing battle with the SEC.,Videos,2021-04-07,34
xrp,Ripple CTO: The Market Considers XRP to Be Similar to Bitcoin and Ether,"Ripple CTO David Schwartz joins ""First Mover"" for a wide-ranging discussion about Ripple and XRP while the company is in the midst of an SEC lawsuit. On the latest news that Ripple has gained access to certain SEC documents, Schwartz comments on what the company hopes to accomplish. With XRP bouncing above $1 for the first time since March 2018, he also clears up some common misconceptions about Ripple, the company, and XRP, the ledger and token.",Videos,2021-04-07,34
xrp,"XRP Rises Above $1 for First Time Since March 2018, Despite SEC Shadow",The XRP token's price continues to draw support from a community of loyal and devoted cryptocurrency traders.,Markets,2021-04-06,34
xrp,What's Behind XRP's Current Rally?,"The price of XRP just hit a two-month high and has now recouped the losses it incurred in the wake of the SEC's lawsuit against Ripple Labs last year.  What's behind XRP's recent rally and why does the cryptocurrency have such a loyal fan base? ""The Hash"" panel debates.",Videos,2021-04-05,34
xrp,XRP Hits Two-Month Price High in Wake of Ether Rally,XRP has completely recouped its losses resulting from the SEC's lawsuit against Ripple Labs late last year.,Markets,2021-04-05,35
xrp,Ripple Touts Role for XRP in Central Bank Digital Currency White Paper,"The crypto asset could be used as a ""neutral bridge"" between different currencies, Ripple says.",Tech,2021-03-23,35
xrp,XRP Jumps as Bullish 'Golden Cross' Pattern Appears in Price Chart,"It's often a bullish indicator when the the 50-week moving average crosses above the 100-week, but traders can get trapped on the wrong side of the market.",Markets,2021-03-16,35
xrp,Congress Is Not Done With the GameStop Hearings,"Wednesday, the House Financial Services Committee will hold another hearing on the GameStop trading frenzy. Nik De on what to expect from the newest hearing. Plus, developments in the SEC's case against Ripple.",Videos,2021-03-15,35
xrp,SBI Is Offering Shareholders Option of Getting XRP as Reward for 2nd Year,SBI's support of XRP is a sign of the digital token's continued strong fan base in Japan.,Markets,2021-03-12,35
xrp,Ripple CEO Says Legal Dispute With YouTube Over XRP Scams Now Resolved,"Brad Garlinghouse said Ripple and YouTube have now agreed to ""work together"" to tackle XRP scams on the video platform.",Policy,2021-03-10,35
xrp,"Ripple, MoneyGram Announce 'Winding Down' Their Partnership","Ripple and MoneyGram are breaking up as the SEC's lawsuit against Ripple continues. ""The Hash"" panel discusses the potential impact on the crypto remittances use case.",Videos,2021-03-09,35
xrp,Ripple Investor's Request to Reclaim Its $175M Investment Rejected by Court,Tetragon lost its bid to reclaim its portion of a $200 million Series C investment in the blockchain company.,Markets,2021-03-07,35
xrp,Ripple Filing Claims SEC Discussed XRP With Crypto Exchanges Ahead of Listings,"Last night, Ripple filed its response to the SEC's amended complaint. The report said several crypto exchanges had discussed listing XRP with the SEC, and were not told the SEC was looking at XRP as a security. CoinDesk regulatory reporter Nik De explains the significance of Ripple's response.",Videos,2021-03-05,35
xrp,"Crypto Exchanges Discussed XRP's Status With SEC Ahead of Listings, Ripple Says","The SEC did not tell crypto trading platforms it viewed XRP as a security, Ripple claimed in a new filing.",Markets,2021-03-05,35
xrp,Why Crypto Companies Like Ripple Are Moving to Wyoming,"Albert Forkner, Wyoming Division of Banking Commissioner, joins “First Mover” to discuss Wyoming’s competitive advantage for crypto business growth and employment.",Videos,2021-02-24,36
xrp,MoneyGram Puts Relationship With Ripple's XRP on Hold,"The money transfer company said  it ""is not planning for any benefit from Ripple market development fees"" in Q1. In last year's Q1, MoneyGram banked $12.1 million in such fees.",Markets,2021-02-22,36
xrp,Brian Brooks Reacts To Tesla's Purchase of $1.5B Bitcoin and Resulting BTC Price Rise To All Time High,"Tesla's Bitcoin purchase sends BTC soaring to over $44K. The company also plans to accept BTC as payment. Former Acting Comptroller of the Currency Brian Brooks weighs in, shedding light on the outlook for crypto regulation.",Videos,2021-02-12,36
xrp,"Cardano, Polkadot Market Caps Surpass XRP as Some Bet on Alternatives to Ethereum","The price of gas continues to rise on Ethereum, squeezing smaller retail traders using DEXs.",Markets,2021-02-08,36
xrp,Market Wrap: Bitcoin Drops to $36.3K as DeFi Jumps to $32B on Ether FOMO,"The amount of crypto in USD values locked in decentralized finance has reached $32.8 billion, a new high.",Markets,2021-02-04,36
xrp,Japan’s SBI Adds XRP to Cryptocurrency Lending Service,Users of SBI's cryptocurrency exchange can lend XRP for a return of 0.1% per annum.,Finance,2021-02-04,36
xrp,"Market Wrap: Bitcoin Rises to $35.8K, Ether Hits New High and DeFi Crosses $28B Locked","The last time bitcoin’s closing price was under $30,000 was Jan. 1, according to CoinDesk 20 data.",Markets,2021-02-02,36
xrp,Market Wrap: Bitcoin Trading Tepidly at $33.7K While SushiSwap Eats Raw Market Share,The investor spotlight is now shining on DeFi tokens and trading.,Markets,2021-02-01,36
xrp,Blockchain Bites: The 'Silver Lining' for Bitcoin,XRP and silver went viral – showing mind-meld market mechanics are still in play – though both hit limits.,Finance,2021-02-01,36
xrp,XRP Pump Fails to Materialize as Price Crashes 40% From Day's High,The hefty drop comes despite a community buying effort scheduled for this morning.,Markets,2021-02-01,36
xrp,First Mover: Silver Is the New GameStop as Musk's #Bitcoin Stalls,"As bitcoin trades in a range, traders are studying the ""Grayscale premium"" and watching traditional markets for clues to the next market move.",Markets,2021-02-01,37
xrp,XRP Erases SEC-Led Drop as Supporters Pump Price Over $0.60,XRP has more than reversed the late December drop prompted by an SEC lawsuit against Ripple.,Markets,2021-02-01,37
xrp,XRP Posted Biggest Single-Day Gain in 3 Years in a Coordinated Buying Attack,The double-digit price rise was likely fueled by members of a Telegram-based group called Buy & Hold XRP,Markets,2021-01-31,37
xrp,Market Wrap: Bitcoin Bumps to $38.6K While DeFi Exchanges Hit $50B,Crypto spot volumes rose to the second-highest level in over a month.,Markets,2021-01-29,37
xrp,"After GME, Dogecoin and Bitcoin, Chinese Traders Are Betting What Will Pump Next","For Chinese investors, including Justin Sun, FOMO has surpassed fear of losing money.",Markets,2021-01-29,37
xrp,Ripple Responds to SEC Lawsuit Over XRP Sales,"In a Friday filing, Ripple Labs pushed back against the SEC’s allegations.",Finance,2021-01-29,37
xrp,Market Wrap: Bitcoin Back Above $33K While Ether Up 65% in 2021,"There appears to be strong support around $30,000, according to traders.",Markets,2021-01-22,37
xrp,Japan Rallies Behind XRP as Ripple Faces US Litigation,"Unlike the U.S., Japan considers XRP to be a cryptocurrency, not a security.",Policy,2021-01-21,37
xrp,Market Wrap: Bitcoin Hangs at $36.4K While Ether Flies to Over $1.4K,The price of bitcoin has traded in a tight range Tuesday.,Markets,2021-01-19,37
xrp,Kraken to Halt XRP Trading for US Residents,Clients residing outside the U.S. will not be affected.,Markets,2021-01-15,37
xrp,Market Wrap: Bitcoin Hits $40K Again While Ether Volume Is Erupting This Year,Bitcoin’s price is on a rising trend for the first time this week.,Markets,2021-01-14,38
xrp,Japan's FSA Says XRP Not a Security: Report,The regulator's stance contrasts with that of the U.S. Securities and Exchange Commission.,Markets,2021-01-13,38
xrp,Grayscale Investments Begins Dissolution of XRP Trust Citing Ripple SEC Suit,"Cash proceeds from the Trust’s liquidated XRP will be distributed to Trust shareholders, Grayscale said.",Markets,2021-01-13,38
xrp,First Mover: Cryptocurrency Euphoria Hits Breaking Point as Miners Lose Nerve,"Crypto euphoria gets a reality check as bitcoin and ether tumble, though XRP is still trading well as SEC-inflicted damage proves limited.",Markets,2021-01-11,38
xrp,Asia’s Retail FOMO Could Be Behind XRP’s Rally Despite SEC’s Lawsuit,Data and traders reveal the source of XRP's recent price rally could be Asia.,Markets,2021-01-08,38
xrp,"Ripple 'Tried' to Settle With SEC Ahead of XRP Suit, CEO Says",Ripple CEO Brad Garlinghouse says his firm tried to settle with the SEC before the regulator sued on unregistered securities sale allegations.,Policy,2021-01-07,38
xrp,Market Wrap: Bitcoin Reaches $40.3K While DeFi Value Locked Inflates to Over $22B,"Bitcoin’s price crested an all-time high $40,000 mark while DeFi total value locked hits a new record on market fervor.",Markets,2021-01-07,38
xrp,XRP Climbs Back up Crypto Rankings With Near 50% Rise,"With the sudden rise, XRP has replaced litecoin as the fourth-largest cryptocurrency by market cap.",Markets,2021-01-07,38
xrp,Crypto Broker Voyager to Suspend Trading of XRP,"Voyager said it will suspend trading in XRP, effective Monday, Jan. 18, at 12:00 p.m. New York time.",Markets,2021-01-06,38
xrp,Market Wrap: Bitcoin Breaks $34K as Ether Futures Interest Jumps $350M in a Day,Bitcoin breaks $34K while ether futures continue to gain steam.,Markets,2021-01-05,38
xrp,Tetragon Sues Ripple to Force Stock Redemption,Tetragon was one of Ripple Labs' big financial backers.,Markets,2021-01-05,39
