date,headline,summary
2025-04-25,Altcoin Market Capitalization Shrinks Despite Volume Boost Since 2017,"Despite crypto markets reclaiming the capitalization boasted in Nov. 2017 and record volumes, altcoins have seen a declining market share."
2025-04-25,Longhash Blockchain Researchers Dispute 2017 ‘Single Whale’ Theory,Research from crypto analytics firm Longhash claims to have debunked the recent single-whale theory of the 2017 Bitcoin bull run.
2025-04-25,Samson Mow: Stablecoins Are a ‘Mid-Step Towards Hyperbitcoinization’,"In a Cointelegraph BlockShow panel, the Blockstream CSO delivered a frank appraisal of the stablecoin space’s present and future."
2025-04-25,Crypto Exchange OKEx Launches Bitcoin Futures Margined With Tether,Cryptocurrency exchange OKEx announced the launch of its Tether-margined Bitcoin futures contracts.
2025-04-25,EToro’s Platform EToroX Lists Dash and Seven Stablecoins,"eToroX, the digital asset platform of social trading platform eToro, announced the listing of privacy coin Dash and seven stablecoins."
2025-04-25,Tether Supports Peter McCormack’s Defense Against Craig Wright,Leading stablecoin operator Tether now supports the defense of crypto podcaster Peter McCormack against self-proclaimed Bitcoin creator Craig Wright.
2025-04-25,Tether Refutes Paper Naming USDT Manipulation as Cause of 2017 BTC Bull Run,Tether fires back at forthcoming paper that alleges that a single whale using USDT was responsible for Bitcoin’s 2017 bull run.
2025-04-25,Fiat-Backed Stablecoins ⁠— Attempt to Take the Best of Both Worlds,Stablecoins backed by fiat money — what is their goal and which ones do investors prefer and for what uses?
2025-04-25,Analysts Laugh Off Recent 'One-Whale Theory' of BTC's 2017 Bull Run,"Just a single player or entity was allegedly responsible for Bitcoin’s historic price surge, according to academics… Experts call bluff."
2025-04-25,"Crypto Exchange OKEx Is Listing Tezos With Bitcoin, Tether Pairs",The world’s 3rd largest crypto exchange OKEx has announced it will be listing Tezos later this week.
2025-04-25,"One Whale Was Behind Bitcoin’s 2017 Bull Run, Claim Researchers","Researchers have escalated their claims about market manipulation in winter 2017, now claiming that a single whale was responsible for Bitcoin’s historic price surge."
2025-04-25,Bitfinex Crypto Exchange Moves $1.5M of Stablecoin to Bitcoin Sidechain,Cryptocurrency exchange Bitfinex moved 1 .561 million USDT from the Omni Protocol to the Liquid Bitcoin sidechain.
2025-04-25,Are Stablecoin Futures Built to Last?,"If a stablecoin is truly stable, why is a futures contract needed, as there is no risk to hedge?"
2025-04-25,Bitfinex Cries Fraud as Crypto Capital Executive Indicted by US,A look at the history of the mysterious firm Crypto Capital and its ties to Bitfinex as court cases brew.
2025-04-25,"Stablecoin Adoption: DAI in a Visa Card, Tether Sees Use in E-Commerce",Ethereum-based decentralized stablecoin DAI is now spendable where Visa cards are accepted and Tether sees more use by e-commerce organizations.
2025-04-25,OKEx to Launch USDT Futures Trading With Up to 100x Leverage,"The world’s 5th largest crypto exchange OKEx is planning to launch Tether futures trading, offering a linear futures contract with leverage of up to 100x."
2025-04-25,"Tether Catching Up With BTC and ETH in Payments, Bloomberg Reports","Stablecoin Tether (USDT) has gained popularity as a payment method, catching up with Bitcoin and Ether according to a Bloomberg report."
2025-04-25,Nearly 12% of All Tether Is Now on Tron After $100M Chain Swap,The total supply of TRC20-based USDT surged from 350 million to 450 million in just one day.
2025-04-25,Huobi Lira Onramp to Enable Crypto Trading for Turkish Users,Huobi has launched a fiat onramp for the Turkish Lira that will allow users in the country to trade cryptocurrencies on Huobi Global.
2025-04-25,How Severe Is Roche Freedman’s Lawsuit Against Tether and Bitfinex?,"Litigation firm files lawsuit against Tether and Bitfinex, as legal experts debate whether the companies manipulated the value of USDT."
2025-04-25,Binance Launches P2P Trading for Chinese Yuan,"Major cryptocurrency exchange Binance launches peer-to-peer trading for Bitcoin, Ether and Tether against the Chinese yuan."
2025-04-25,Class Action Accuses Tether and Bitfinex of Market Manipulation,"A New York-based legal firm filed a class-action suit against Tether and Bitfinex, accusing the firms of crypto market manipulation."
2025-04-25,3 Reasons Why One Trader Didn’t ‘Manipulate’ Bitcoin Price to $20K,"Research claiming one Tether wallet partly sparked Bitcoin’s 2017 all-time price high misunderstands markets, says Jeremy Allaire, among other reasons."
2025-04-25,Tether CTO refutes stablecoin FUD as short-sellers circle,Paolo Ardoino alleged some hedge funds are trying to create pressure “in the billions” to “harm Tether liquidity” so that they can eventually buy back tokens at a much lower price.
2025-04-25,"McDonald’s, pizza and coffee paid in Bitcoin: The Plan B for crypto payments","Crypto payments are taking off in a big way in Lugano, Switzerland with 60 merchants and counting."
2025-04-25,USD stablecoin premiums surge in Argentina following economy minister’s resignation,Argentina has been in a long-standing battle against rising inflation and a continued decline of the peso against the U.S. dollar. 
2025-04-25,"Crypto Biz: Tether’s 10 years with meteoric growth, ties to US, European hurdles","Tether has achieved its first 10 years with a considerable jump in its user base, a closer relationship with US authorities and fresh regulatory challenges in Europe. "
2025-04-25,Is Tether’s USDT stablecoin ‘noncompliant’ with EU’s MiCA regulations?,The European Securities and Markets Authority declined to disclose whether USDt is “noncompliant” but said it is working on solutions to issues in the framework.
2025-04-25,"Tracing the evolution of Blockchain, with Eos Network Foundation exec",Decentralize with Cointelegraph is joined by Bart Wyatt of the Eos Network Foundation to explore blockchain’s journey from a decentralized ledger to a transformative technology.
2025-04-25,Tether user base hits 350M in 2024 following 24% surge,The news comes amid the company’s 10-year anniversary celebration.
2025-04-25,Tether teases USDT documentary on 10th anniversary,Tether CEO Paolo Ardoino said in an X post that the company will continue to bring financial inclusion to people who are “left behind.”
2025-04-25,"Tether is ‘best friend’ of US, says CEO Paolo Ardoino","While focusing on developing countries, Tether is doing its best to maintain a good relationship with the United States, Paolo Ardoino told Cointelegraph."
2025-04-25,Coinbase to delist noncompliant stablecoins under EU MiCA rules,Coinbase will delist noncompliant stablecoins from its European platform by the end of December to comply with the EU’s MiCA regulations.
2025-04-25,"Proton says Swan Bitcoin lawsuit is ‘fatally flawed,' seeks dismissal",The ex-Swan employees at Proton Management said Swan Bitcoin’s mining lawsuit is baseless because 2040 Energy operated as a “separate entity.”
2025-04-25,Swan Bitcoin sues ex-staff over ‘rain and hellfire’ plan to steal mining biz,Swan Bitcoin has accused several former employees of “stealing the crown jewels” from its Bitcoin mining business to create a “counterfeit competitor.”
2025-04-25,"Robinhood, Revolut eye entry into stablecoin market — Report",Both Robinhood and Revolut are reportedly considering issuing their own stablecoins as the industry continues to expand.
2025-04-25,USDC issuer Circle launches onchain compliance platform ,It's an important step toward winning the tokenized RWA market as Circle continues to vye with stablecoin leader Tether.
2025-04-25,Crypto-native travel agency launches Solana-based tokens and rewards,"Travala has integrated the Solana blockchain for seamless crypto payments, allowing hotel and flight bookings via SOL, USDT and USDC."
2025-04-25,"Trump silent on crypto platform, SEC urged to clarify airdrops: Finance Redefined","Former President Donald Trump remained silent about his family’s upcoming crypto platform, and Republican Party lawmakers urged the SEC to clarify its stance on crypto airdrops."
2025-04-25,Tether mulls lending to commodity traders: Report,"The USDt issuer needs ways to deploy billions of dollars in profits, and commodity traders could benefit from expanded credit."
2025-04-25,Investors claim Tether’s $118B reserves may face audit and liquidity risks,"Tether’s market share has surpassed 75% of the entire stablecoin market, fueling concerns over the stablecoin giant’s influence over the crypto industry."
2025-04-25,"Tether USDT’s market share rises 20%, reaching 75% in two years",The world’s largest stablecoin issuer generated around $400 million worth of revenue during the past 30 days.
2025-04-25,Tether onboards head of government affairs from PayPal,Jesse Spiro said he intended to work with industry leaders and lawmakers to help grow the ecosystem in his role at Tether.
2025-04-25,UK court rules Tether is property in first English law post-trial crypto ruling,It comes a day after a UK government bill aimed to clarify that crypto was “personal property” under property laws.
2025-04-25,Consumer protection watchdog warns about Tether's reserves,"According to the S&P Global ratings agency, Tether scored a 4 out of 5 on its stability assessment, with 5 being the worst rating."
2025-04-25,USDC issuer Circle adds Arbitrum to Web3 platform,"It’s Circle’s latest effort to embed USDC into Arbitrum, a hub for DeFi, and to compete with Tether’s USDT."
2025-04-25,Tether stablecoin issuer and Tron launch financial crime unit,"Tron, the largest network for the USDT stablecoin, will provide its technical expertise to identify and freeze illicit USDT transactions within the new financial crime unit."
2025-04-25,"Coinbase leads crypto lobby surge with 3,475% spending jump since 2017","Crypto lobby spending in the US has surged 1,386% since 2017, including a huge jump in the last two years."
2025-04-25,"Former Square, Coinbase execs raise $58M for Bridge stablecoin network",Bridge seeks to build a global stablecoin payment network to rival traditional systems like Swift and credit cards.
2025-04-25,‘Overly optimistic’ Bitcoin traders washed out as BTC futures turn ‘neutral’,"The Bitcoin futures premium plunged to its lowest levels in 10 months, but traders have refused to turn bearish."
2025-04-25,PayPal’s PYUSD stablecoin hits $1B market cap,PYUSD is competing with rivals such as Circle’s USDC and Tether’s USDT.
2025-04-25,Tether has ‘redistributed’ $108.8M in USDT from illicit activity since 2014,"The most recent seizure of $5 million USDT from pig-butchering scams marks a “significant victory” in the ongoing fight against cyber fraud, according to Tether."
2025-04-25,Crypto Biz: Consolidation ramps up among crypto firms,"This week’s Crypto Biz examines recent acquisitions in the crypto industry, Tether’s plans for a dirham stablecoin, and Polychain’s investment in the Bitcoin protocol Corn."
2025-04-25,"Tether shuns blockchain launch, cites market concerns",Tether’s decision to avoid launching its blockchain stems from the crowded market and strategic alignment with existing platforms.
2025-04-25,USDT on TON chain surpasses $1 billion: Token Terminal,"Tether’s stablecoin continues to dominate rivals, including Circe’s U.S. Dollar Coin (USDC)."
2025-04-25,Tether plans to launch dirham stablecoin with UAE partners,"Tether teams up with the UAE’s Phoenix Group and Green Acorn Investments to launch a dirham-backed stablecoin, which aims to improve international trade and remittances."
2025-04-25,US lagging behind in global stablecoin adoption — Chainalysis,Growing demand for US dollar-backed stablecoins and regulatory uncertainty in the US are the key reasons for stablecoins thriving in other jurisdictions.
2025-04-25,"Tether’s USDT hits record $120B market cap, flashing ‘Uptober’ signal","The $120 billion USDT market cap could spill into Bitcoin and Ether, ending their seven-month downtrend and saving the “Uptober” narrative."
2025-04-25,Can Treasury-linked stablecoins bring stability to DeFi?,"Flare Network’s USDX stablecoin introduces Treasury yields to DeFi, challenging established players like USDC in terms of economic utility."
2025-04-25,"Tether, Kraken, Fabric Ventures back new MiCA-compliant stablecoins","Quantoz Payments has partnered with Kraken, Tether and Fabric Ventures to launch MiCA-compliant EURQ and USDQ stablecoins in the EU, aiming for secure, efficient digital payments."
2025-04-25,"Tether mints $1 billion USDt on Tron, pays zero fees — Arkham","According to stablecoin firm Tether, approximately $127 billion in Tether-USD tokens (USDt) are currently in circulation."
2025-04-25,Tether introduces ‘Hadron’ real-world asset tokenization platform,"The Tether-US dollar stablecoin's market capitalization has topped $126 billion, as approximately $7 billion in new USDt was minted."
2025-04-25,What is impermanent loss and how to avoid it? ,"Learn about impermanent loss in DeFi and strategies to mitigate risks. Discover practical tips, tools and the potential rewards of providing liquidity."
2025-04-25,Tether launches open-source wallet development kit for humans and AI,"The WDK will enable developers to integrate non-custodial wallets for USDT and Bitcoin into any app, website or device."
2025-04-25,What happened to the top 10 cryptos from when Trump was last president?,Trump is set to return to office with a new pro-crypto stance. Here’s how the top tokens have been doing since he was last in office.
2025-04-25,Canadian police praise Tether for ‘swift’ recovery of stolen funds,The stablecoin firm previously came under fire from Wyoming Senator Cynthia Lummis for allegedly facilitating illicit finance activities.
2025-04-25,Tether expands into oil trading with $45M transaction,"Completed in October 2024, the deal facilitated the transport of 670,000 barrels of crude oil and marked Tether’s entry into the commodity trading market."
2025-04-25,Whales drive NFT comeback on BNB Chain in Q3: Messari,"NFT trading volume on BNB Chain increased 283% quarter-on-quarter in Q3, driven by whales as average daily buyers fell over 50%, according to Messari. "
2025-04-25,Tether swaps more than 2 billion USDT to the Ethereum network,The vast majority of Tether's USDt volume exists on the Tron network due to comparatively lower fees and faster transaction finality. 
2025-04-25,"Curve Finance, TON drive DeFi evolution through collaboration","2025 will be TON’s year of DeFi, and it has collaborated with Curve Finance to support a competition to find early leaders."
2025-04-25,3 reasons why Bitcoin price bottom  may have been $67.3K ,Data suggests traders are ignoring the current Bitcoin price correction and betting on new highs after the US elections wrap up.
2025-04-25,UAE stablecoin issuer gets nod from central bank,"With Tether waiting in the wings, AED Stablecoin becomes the front-runner to launch the United Arab Emirates’ first regulated dirham-pegged token."
2025-04-25,"Tether CEO’s MiCA concerns, Buterin to ‘Purge’ Ethereum inefficiencies: Finance Redefined",Concerns about Europe’s upcoming MiCA regulations and Vitalik Buterin’s plans to make Ethereum more efficient were the main focus of crypto investors this week.
2025-04-25,"Tether posts $2.5B in Q3 profits, with 2024 earnings reaching $7.7B","Tether’s consolidated profit in 2024 has reached $7.7 billion, with $14.2 billion in equity and total assets of $134.4 billion. "
2025-04-25,Stablecoins boosting demand for US T-bills: Treasury Dept,The United States Treasury Department is taking an interest in stablecoins and tokenization.
2025-04-25,Bitcoin traders take a breather as BTC price metrics hint new highs are incoming,"Bitcoin fell short of its all-time high, but multiple Bitcoin price metrics show BTC price on target to hit new all-time highs "
2025-04-25,"Circle raises USDC cash-out fees, affecting large-scale redemptions",The fee structure revision primarily affects institutional investors and high-volume traders.
2025-04-25,EU MiCA rules pose ‘systemic’ banking risks for stablecoins — Tether CEO,"Europe’s MiCA framework will enforce new bank reserve requirements for stablecoin issuers, raising concerns about systemic risks and stability."
2025-04-25,Bolivia continues crypto momentum as bank launches USDT custody,"Bolivian bank Banco Bisa has introduced a stablecoin custody service, allowing clients to buy, sell and transfer USDT."
2025-04-25,Tether CEO breaks down reserves backing USDT stablecoin,The Wall Street Journal cited unidentified individuals as the source of the claims that the United States government is investigating Tether.
2025-04-25,Unsubstantiated Tether investigation report shakes crypto market ,"“Old noise” may be a new name for FUD, as Tether defends itself from a report in The Wall Street Journal about US government investigations."
2025-04-25,"Ethereum nodes on phones, Tether market cap tops $120B: Finance Redefined",Tether’s record market capitalization signals the potential start of the next bull run amid growing investor anticipation of a major Ethereum upgrade.
2025-04-25,Wintermute to take Ethena’s USDe as trading margin,Trading platforms and regulators are increasingly embracing cryptocurrency as collateral for trades. 
2025-04-25,Tether proposes boron-backed tokens to Turkey’s government,Turkey’s state-owned boron miner estimates the country has more than 70% of global reserves of borate minerals.
2025-04-25,Chinese trader laundered more than $17M for Lazarus Group in 25 hacks,"The North Korean cybercrime group is credited with some of the biggest crypto hacks, including the $600-million Ronin bridge exploit."
2025-04-25,"US ‘dropping the ball’ on crypto, but that should change soon — Tether CEO",Tether CEO Paolo Ardoino says the US has been lagging on crypto laws but thinks that could soon change after the November elections.
2025-04-25,Tether to launch dirham-pegged stablecoin on TON,"Tether’s senior strategic partnership manager, Alessandro Giori, said that TON is the fastest blockchain to reach 1 billion USDT since its launch."
2025-04-25,PayPal's Xoom launches cross-border stablecoin settlement,"The move is designed to expand access to PYUSD in Asian and African markets, PayPal said."
2025-04-25,Tether mints another $1B USDT on Tron network,"Tether mints $1 billion USDT on Tron, pushing its total tokens minted in the last year to 33 billion."
2025-04-25,Tron network leads in stablecoin market share amid growing monthly transfer volume,Tron’s share of the stablecoin market continues to grow as the network’s adjusted transfer volume in USDT hit $384 billion in July.
2025-04-25,Tether halts USDT minting on Eos and Algorand,Tether discontinues support for the Eos Network and Algorand implementations of its flagship stablecoin USDT.
2025-04-25,"What is Tether’s gold-backed stablecoin, ‘Alloy’ (aUSD₮)?","Alloy by Tether introduces a new class of digital assets called tethered assets, designed to track the price of various assets using robust stabilization mechanisms. "
2025-04-25,"Binance integrates USDT on TON, opens transactions","Users can now deposit and withdraw USDT on The Open Network via Binance, enhancing liquidity and reducing transaction fees."
2025-04-25,Nonprofit criticizes Tether in multimillion-dollar ad campaign,Consumers’ Protection will bring negative aspects of Tether to consumer attention with billboards and TV ads.
2025-04-25,Tether and Taipei University boost blockchain and digital asset education  ,"Tether partners with Taipei University to advance blockchain and digital asset education, aiming to equip students with essential knowledge and skills. "
2025-04-25,Stablecoins to make up 10% of money in the next decade or so: Circle CEO,Circle CEO Jeremy Allaire revealed four of the biggest reasons he’s “more optimistic” about crypto and stablecoins than ever before. 
2025-04-25,"Tether launches gold-backed, US dollar stablecoin Alloy","The new synthetic dollar is the first step in the rollout of a real-world asset tokenization platform, said Tether."
2025-04-25,Crypto Biz: Riot Platforms and Bitfarms dispute escalates,"This week’s Crypto Biz explores the corporate battle between Riot Platforms and Bitfarms, Tether’s $1 billion budget for startups, Ripple Labs’ new custodian deal, and more."
2025-04-25,‘Not a classic VC’: Tether plans to invest up to $1B in one year,Tether’s VC arm has already spent about $2 billion on tech like AI and alternative financial infrastructure over the past two years.
2025-04-25,Telegram launches in-app currency ‘Stars’ for digital purchases,"Telegram Stars can be swapped on Telegram’s Fragment platform for Toncoin, an $18 billion cryptocurrency."
2025-04-25,"Investors file first civil suit against JPEX, more suits expected",The plaintiffs seek to recover funds transferred out of their wallets as criminal proceedings against the exchange continue.
2025-04-25,"Tether CEO warns of new wave crypto airdrop scam emails, CoinGecko potentially affected","Cryptocurrency users should exercise extreme caution when handling crypto airdrop-related emails received in the past 24 hours, according to Tether’s CEO."
2025-04-25,Tether announces strategic investment and launch of XAU1 stablecoin,Tether invests $18.75 million in XREX Group and launches XAU1 stablecoin to enhance cross-border B2B payments and regulatory technology.
2025-04-25,Tether’s slowdown in supply points to cooling crypto activity,"As of June 24, Tether’s month-over-month supply has risen by less than 1.5%, down from over 5% in April and May. "
2025-04-25,Tether invests $150M in Jihan Wu’s crypto mining firm Bitdeer,"Following the investment, Tether expects close collaboration with Bitdeer across several key infrastructure areas, CEO Paolo Ardoino said."
2025-04-25,"Ripple taking ‘cheap shots’ at Tether, says Samson Mow","Ripple CEO Brad Garlinghouse stands accused of spreading fear, uncertainty and doubt about Tether.  "
2025-04-25,Crypto exchange Kraken has ‘no plans’ to delist USDT in Europe for now,Concerns were raised after a Bloomberg article reported Kraken was “actively reviewing” what tokens it could continue to list under the European Union’s upcoming MiCA framework. 
2025-04-25,"Tether mints another $1B — Last time, it helped Bitcoin climb to $73K ",Bitcoin has flipped its old resistance into support as USDT’s market cap continues to grow rapidly in 2024.
2025-04-25,Kraken considers dropping USDT in Europe ahead of new regulations,"With new regulations in Europe set to enforce strict limits on transactions and reserve requirements, Kraken is assessing its stablecoin listings."
2025-04-25,"Tether, TON team up with mobile app for USDT-to-fiat transactions",The Open Network users will be able to use Oobit’s Tap & Pay technology to pay merchants in fiat while spending USDT.
2025-04-25,Tether freezes $5.2M in USDT linked to phishing scams,"Since it launched, Tether has frozen over $1 billion worth of assets linked to illicit activities after requests from law enforcement agencies."
2025-04-25,Tether discredits Ripple CEO comments over US scrutiny  ,Tether has highlighted its compliance efforts after Ripple’s CEO said the U.S. government has its sights set on USDT.
2025-04-25,It’s ‘clear’ the US government is going after Tether — Ripple CEO,Brad Garlinghouse said he views Tether as an important part of the ecosystem and that its fate will be an “interesting one to watch.”
2025-04-25,Tether slams Deutsche Bank over suggestion its stablecoin could fail,"Analysts at Deutsche Bank also argued Tether’s solvency status is “questionable,” which the stablecoin firm said is “ironic” considering the bank’s own history with fines. "
2025-04-25,Tokenizing money is the ‘greatest innovation’ after fiat — Tether co-founder,"Stablecoins like Tether do not offer interest yields right now, but with tokenized fiat, that could be possible one day, co-founder William Quigley said."
2025-04-25,Tether scales crypto payments in Eastern Europe with new investment,"The new investment aims to strengthen CityPay.io’s expansion into Eastern Europe, specifically into Georgia, Armenia, Azerbaijan, Kazakhstan and Uzbekistan. "
2025-04-25,USDC overtakes USDT: Compliance is key to stablecoin dominance , Tether’s USDT hegemony in the stablecoin market may shift as institutional investors chip into the crypto market. 
2025-04-25,Chainalysis will help Tether monitor secondary market for illicit activity,The blockchain analytics firm will provide tools to spot sanctioned and illicit activity and provide market information.
2025-04-25,‘Yield-bearing stables’ are not money or stablecoins: Agora’s van Eck,"Yield-bearing stablecoins are far more likely to be classed as security products in many countries and would restrict customer reach, argues the son of Jan van Eck. "
2025-04-25,Tether expands USDT to Aptos blockchain for lower fees,"Tether's USDT is now live on the Aptos blockchain, aiming to enhance digital currency use with ultra-low fees."
2025-04-25,Bitstamp drops Tether’s euro stablecoin amid new MiCA rules ,"Bitstamp was one of the first crypto exchanges to list Tether’s euro-pegged stablecoin, EURT, in November 2021."
2025-04-25,Tether signs MoU to promote crypto freedom in Turkey,Stablecoin giant Tether is eager to learn about the possibilities of introducing new business lines into Turkey’s banking in cooperation with the local crypto firm BTguru.
2025-04-25,Cantor Fitzgerald CEO to co-lead Trump transition team,The financial services company has managed the treasury portfolio for stablecoin issuer Tether since 2021.
2025-04-25,Does Hong Kong have issues with USDT and USDC? — Exec weighs in,"As Hong Kong looks into creating Hong Kong dollar and US dollar stablecoins, a local industry executive addresses possible implications for UDST and USDC."
2025-04-25,Bitcoin stagnates as bearish headwinds continue to blow ,Bitcoin price falls as demand for leveraged long BTC futures and stablecoins drops.
2025-04-25,Malaysian kidnappers abducted Chinese man for $1M USDT: Report,"Six Malaysian nationals, including a couple, have been charged with kidnapping a Chinese citizen and demanding a ransom of $1 million in USDT."
2025-04-25,Ex-TON Foundation execs launch $40M TON Ventures fund ,"The Open Network Ventures, founded by former TON Foundation leaders, has launched a $40 million fund to back early-stage crypto projects within the TON ecosystem."
2025-04-25,Tether crypto exchanges balance hits record high as Treasury prints $1B USDT,"If the Fed signals a rate cut, as CME data strongly suggests, crypto traders may quickly deploy their stablecoin reserves to drive a market rally."
2025-04-25,Stablecoin issuance could be key to the next Bitcoin rally — 10x Research,"Tether and Circle issued more than $2.5 billion worth of stablecoins over the past week, and 10x Research believes continued momentum could spark a Bitcoin rally. "
2025-04-25,Bitcoin price drops below $59K as institutions stop buying stablecoins,"The Bitcoin price last saw its local bottom before Tether minted $1.3 billion worth of stablecoins, which helped BTC recover over 21%."
2025-04-25,"Celsius sues Tether, seeking $3.5B over Bitcoin collateral sell-off",The assets in question were evidently given to Tether as collateral.
2025-04-25,"MiCA regulation poses ‘systemic risk’ to banking system, says Tether CEO","According to Tether CEO Paolo Ardoino, recently approved MiCA regulations threaten both banks and stablecoin issuers."
2025-04-25,Tether mints 1.3B USDT since market bottom — Can it push Bitcoin above $65K? ,"The newly minted stablecoins could help push Bitcoin’s price above the $65,000 resistance, which is the short-term whale holder realized price."
2025-04-25,Tether to double its workforce to 200 by mid-2025: Report,The stablecoin issuer will still be tiny in terms of staff compared to other tech and crypto companies. 
2025-04-25,"Crypto Biz: Stablecoins wave, crypto trading via UAE banks, and more","This week’s Crypto Biz explores Tether’s profit record, bank-linked crypto trading in the United Arab Emirates, Polymarket’s growth amid US elections, and Coinbase custodian arm.  "
2025-04-25,Philippines adopts Tether’s USDT for social security payments,"The Social Security System is a state-run social insurance program that serves employees in the official, informal and private sectors."
2025-04-25,Stablecoin growth soars as crypto global mass adoption ramps up,Steady growth in the market cap of many stablecoins highlights investors’ interest in all aspects of the crypto market. 
2025-04-25,Tether dominates with $113B post-SVB collapse — IntoTheBlock ,"Tether’s market cap surges post-SVB collapse, driven by liquidity and accessibility, says ITB’s Vincent Maliepaard."
2025-04-25,Stablecoin adoption poses greater risk for developing nations,A new report warns that the adoption of global stablecoins in emerging markets and developing economies poses significant financial risks and regulatory challenges.
2025-04-25,3 reasons why Bitcoin (BTC) price is down today,"Strong macroeconomic data, fear of an artificial intelligence bubble and an ongoing court case could be factors in Bitcoin’s multiday correction."
2025-04-25,TON introduces gasless fees with new smart wallet,"The W5 smart wallet will allow gasless transactions on the TON blockchain using USDT and Notcoin, enhancing user experience and accessibility."
2025-04-25,"Crypto Biz: Tether to track USDT usage, Cipher gets takeover offer, and more","This week’s Crypto Biz also explores Tether’s new hiring, a takeover bid for Cipher, Grayscale new decentralized AI fund, Ether ETFs, and more."
2025-04-25,Shiba Inu price drops 10% — SHIB sell-off risk soars amid WazirX $235M hack,"SHIB is the biggest crypto by the US dollar value drained from WazirX’s wallet in the hacking incident that includes Pepe, Ether, and other cryptocurrencies."
2025-04-25,Plaintiffs amend complaint in Tether lawsuit for alleged USDT scheme ,The class-action lawsuit alleges Tether and Bitfinex conspired to manipulate crypto market prices.  
2025-04-25,Tether hires Chainalysis’ chief economist for USDT usage reports,Tether has appointed Philip Gradwell as head of economics to improve transparency on USDT usage to regulators.
2025-04-25,Inside Lugano’s crypto revolution — A documentary,"Bitcoin journalist Joe Hall tests Lugano, Switzerland, to see if it truly merits the title of the world’s most crypto-friendly town."
2025-04-25,Elliptic exposes $11B scam network via Huione Guarantee,Elliptic’s report reveals how the Huione Guarantee marketplace facilitated massive money laundering and cyber scams using Tether transactions.
2025-04-25,Crypto adoption in Argentina soars amid 276% inflation spike,"Argentina has emerged as the top market by numbers of visitors on Binance, one of the world’s largest crypto exchanges."
2025-04-25,Tether CEO advocates for localized AI models to prevent hacks,Tether CEO Paolo Ardoino responded to OpenAI’s recent hack by claiming that localized AI models are the key to ensuring independence and privacy and preventing future hacks.
2025-04-25,Tron develops gas-free stablecoin for Ethereum and Tron chains,Tron’s founder Justin Sun believes gas-free stablecoins could take corporate adoption of blockchain to a new level. 
2025-04-25,Tether reports record-breaking $5.2B profit in first half of 2024,Tether said its US Treasury reserve surpasses the size of all but 17 of the world’s governments. 
2025-04-25,Binance ties SAFU fund to USDC: Is the fund missing out on potential gains?,Binance has exchanged a diversified $1 billion crypto portfolio in SAFU funds into USD Coin.  
2025-04-25,Donald Trump taps crypto advocate Lutnick as commerce secretary,Trump's choice for commerce secretary is a billionaire whose Wall Street firm has ties to Tether.
2025-04-25,Cantor Fitzgerald acquires 5% stake in Tether for up to $600M: Report,The report came five days after Cantor Fitzgerald's CEO Howard Lutnick was appointed as President-elect Donald Trump’s secretary of commerce.
2025-04-25,Binance to delist non-MiCA compliant stablecoins in Europe on March 31,"Binance will delist nine stablecoins, including USDT and DAI, in Europe on March 31 to comply with MiCA regulations, while still allowing custody and conversions."
2025-04-25,"Crypto Biz: Bybit hack, miner bloodbath and efforts to ‘kill’ Tether","A $1.4 billion Bybit hack, efforts to ""Kill Tether"" and a Bitcoin price crash headline a rough week for the crypto markets."
2025-04-25,"Competitors want to ‘kill Tether,’ most altcoins ‘won’t make it’ in 2025: Finance Redefined",Only the altcoins with potential ETF approvals and solid revenue-generation models will outperform the crypto market in 2025.
2025-04-25,Custodia Bank CEO calls out Washington’s debanking ’skullduggery’,Custodia Bank fought to service crypto firms under the previous administration but faced resistance from US regulators.
2025-04-25,TradFi stablecoins will find it hard to win market share — Bitwise CIO,"The BofA stablecoin news triggered mixed reactions from the community. Many saw it as a good sign for crypto, while others called it “CBDCish.”"
2025-04-25,Stablecoin firms should be registered in US — Circle’s Jeremy Allaire,"Circle co-founder Jeremy Allaire says all dollar-based stablecoin issuers should register in the US, citing consumer protection and fair competition in the crypto market."
2025-04-25,Metro department store debuts stablecoin payments in Singapore: Report,"“By integrating stablecoin payments, we’re not just embracing the future — we’re shaping it,” a Metro Store executive reportedly said."
2025-04-25,Paolo Ardoino: Competitors and politicians intend to ‘kill Tether’,"“Every single business or political meeting that they have culminates with this intent,” Ardoino said on X."
2025-04-25,Tron to launch ‘Gas Free’ feature for Tether USDt next week,"Once the cheapest blockchain for transferring USDt, Tron saw its USDt gas fees skyrocket above $9 in late 2024, according to data from Tether."
2025-04-25,"Celo, Chainlink, Hyperlane launch crosschain USDT on OP Superchain",Stablecoin interoperability is becoming a major driving force for developers seeking to ease the cost and settlement burden of transactions.
2025-04-25,"Stripe, PayPal are ‘primary catalysts’ for stablecoin growth — Polygon Labs","Stablecoins have ballooned into a $230-billion industry, which is equivalent to more than 1% of the US money supply."
2025-04-25,Kraken mulls USD stablecoin as MiCA forces USDT removal: Report,Tether’s USDt remains the top traded cryptocurrency on Kraken as it reportedly explores launching its own stablecoin and has to delist USDt in the European Economic Area.
2025-04-25,Woman who defrauded Bybit of $5.7M gets 10 years in prison: Report,A former payroll manager for Bybit who stole $5.7 million from the crypto exchange has been handed a nearly 10-year prison sentence in Singapore.
